Topic,Content block,Scene,Scene name,Current copy,Proposed copy,Notes,Source file,Field ID
"Shared · Closing & next steps","Scene UI · card tag","16","Future Snapshot","#FutureSunDevil","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-card-tag-default"
"Shared · Closing & next steps","Scene UI · copy success","16","Future Snapshot","Copied to clipboard ✓","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-copy-success-default"
"Shared · Closing & next steps","Scene UI · headline (default)","16","Future Snapshot","Keep exploring","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-headline-default-default"
"Shared · Closing & next steps","Scene UI · headline (personalized)","16","Future Snapshot","Your Future Snapshot","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-headline-personalized-default"
"Shared · Closing & next steps","Scene UI · helper","16","Future Snapshot","Make your choices above to unlock your full snapshot","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-helper-default"
"Shared · Closing & next steps","Scene UI · kicker (default)","16","Future Snapshot","Your snapshot","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-kicker-default-default"
"Shared · Closing & next steps","Scene UI · kicker (personalized)","16","Future Snapshot","This is your path","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-kicker-personalized-default"
"Shared · Closing & next steps","Scene UI · share CTA","16","Future Snapshot","Share my snapshot","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-share-cta-default"
"Shared · Closing & next steps","Scene UI · share error","16","Future Snapshot","Could not share — try again","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-share-error-default"
"Shared · Closing & next steps","Scene UI · share helper","16","Future Snapshot","Send it to a friend, a parent, or save it for later","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-share-helper-default"
"Shared · Closing & next steps","Scene UI · share success","16","Future Snapshot","Shared ✓","","","src/components/scenes/Scene16FutureSnapshot.tsx","16-scene-ui-share-success-default"
"Shared · Closing & next steps","Scene UI · headline line 1","18","Next Step","The door is open.","","","src/components/scenes/Scene18NextStep.tsx","18-scene-ui-headline-line-1-default"
"Shared · Closing & next steps","Scene UI · headline line 2","18","Next Step","No pressure. Just possibility.","","","src/components/scenes/Scene18NextStep.tsx","18-scene-ui-headline-line-2-default"
"Shared · Closing & next steps","Scene UI · kicker","18","Next Step","When you're ready","","","src/components/scenes/Scene18NextStep.tsx","18-scene-ui-kicker-default"
"Shared · Closing & next steps","Scene UI · tile CTA","18","Next Step","Explore →","","","src/components/scenes/Scene18NextStep.tsx","18-scene-ui-tile-cta-default"
"Shared · Closing & next steps","Scene UI · primary CTA","19","Sendoff","Apply to ASU","","","src/components/scenes/Scene19Sendoff.tsx","19-scene-ui-primary-cta-default"
"Shared · Closing & next steps","Scene UI · secondary CTA","19","Sendoff","Start over","","","src/components/scenes/Scene19Sendoff.tsx","19-scene-ui-secondary-cta-default"
"Shared · Closing & next steps","Sendoff · emphasis","19","Sendoff","Sun Devils.","","","src/lib/sprint7-content.ts","19-sendoff-emphasis-default"
"Shared · Closing & next steps","Sendoff · headline","19","Sendoff","Thank you,","","","src/lib/sprint7-content.ts","19-sendoff-headline-default"
"Shared · Closing & next steps","Sendoff · subline","19","Sendoff","Every student photo in our viewbook features real ASU students in real experiences. Your story is next.","","","src/lib/sprint7-content.ts","19-sendoff-subline-default"
"Shared · Closing & next steps","Sendoff · tag","19","Sendoff","#FutureSunDevil","","","src/lib/sprint7-content.ts","19-sendoff-tag-default"
"Path · Build things","Mirror · emphasis","4","Personalized Mirror","build.","","","src/lib/personalization.ts","4-mirror-emphasis-interest-build"
"Path · Build things","Mirror · headline","4","Personalized Mirror","the pull to","","","src/lib/personalization.ts","4-mirror-headline-interest-build"
"Path · Build things","Mirror · imageAlt","4","Personalized Mirror","Developer working on a laptop in a modern workspace","","","src/lib/personalization.ts","4-mirror-imagealt-interest-build"
"Path · Build things","Mirror · imageSrc","4","Personalized Mirror","https://images.unsplash.com/photo-1517694712202-14dd9538aa97?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","4-mirror-imagesrc-interest-build"
"Path · Build things","Mirror · preline","4","Personalized Mirror","You feel it —","","","src/lib/personalization.ts","4-mirror-preline-interest-build"
"Path · Build things","Mirror · subline","4","Personalized Mirror","Code, prototype, ship. At ASU, makers don't wait for permission.","","","src/lib/personalization.ts","4-mirror-subline-interest-build"
"Path · Build things","Path 1 · description","5","Path Reveal","Makerspaces, hackathons, and labs where ideas become working products in days.","","","src/lib/personalization.ts","5-path-1-description-interest-build"
"Path · Build things","Path 1 · imageAlt","5","Path Reveal","Engineering student building a prototype","","","src/lib/personalization.ts","5-path-1-imagealt-interest-build"
"Path · Build things","Path 1 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1581091226825-a6a2a5aee158?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-1-imagesrc-interest-build"
"Path · Build things","Path 1 · title","5","Path Reveal","Prototype fast","","","src/lib/personalization.ts","5-path-1-title-interest-build"
"Path · Build things","Path 2 · description","5","Path Reveal","Pitch to investors, join venture programs, and take your startup from sketch to stage.","","","src/lib/personalization.ts","5-path-2-description-interest-build"
"Path · Build things","Path 2 · imageAlt","5","Path Reveal","Entrepreneur presenting to an audience","","","src/lib/personalization.ts","5-path-2-imagealt-interest-build"
"Path · Build things","Path 2 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1559136555-9303baea8ebd?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-2-imagesrc-interest-build"
"Path · Build things","Path 2 · title","5","Path Reveal","Launch at Demo Day","","","src/lib/personalization.ts","5-path-2-title-interest-build"
"Path · Build things","Path 3 · description","5","Path Reveal","Intern at Fortune 500s and startups alike — Phoenix is one of America's fastest-growing tech hubs.","","","src/lib/personalization.ts","5-path-3-description-interest-build"
"Path · Build things","Path 3 · imageAlt","5","Path Reveal","Modern tech office workspace","","","src/lib/personalization.ts","5-path-3-imagealt-interest-build"
"Path · Build things","Path 3 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1497366216548-37526070297c?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-3-imagesrc-interest-build"
"Path · Build things","Path 3 · title","5","Path Reveal","Build with industry","","","src/lib/personalization.ts","5-path-3-title-interest-build"
"Path · Build things","Momentum · headline","6","Momentum","Your ideas deserve","","","src/lib/personalization.ts","6-momentum-headline-interest-build"
"Path · Build things","Momentum · imageAlt","6","Momentum","Students collaborating on a tech project","","","src/lib/personalization.ts","6-momentum-imagealt-interest-build"
"Path · Build things","Momentum · imageSrc","6","Momentum","https://images.unsplash.com/photo-1531482615713-2afd69097998?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","6-momentum-imagesrc-interest-build"
"Path · Build things","Momentum · stat","6","Momentum","#1","","","src/lib/personalization.ts","6-momentum-stat-interest-build"
"Path · Build things","Momentum · statLabel","6","Momentum","in innovation among public universities","","","src/lib/personalization.ts","6-momentum-statlabel-interest-build"
"Path · Build things","Momentum · subline","6","Momentum","a place that builds with you.","","","src/lib/personalization.ts","6-momentum-subline-interest-build"
"Path · Build things","Student voice · context","7","Student Voice","Senior research assistant · NeoBio & Dreamscape Learn","","","src/lib/sprint3-content.ts (build)","7-student-voice-context-interest-build"
"Path · Build things","Student voice · imageAlt","7","Student Voice","Students collaborating on a technology project","","","src/lib/sprint3-content.ts (build)","7-student-voice-imagealt-interest-build"
"Path · Build things","Student voice · imageSrc","7","Student Voice","https://images.unsplash.com/photo-1531482615713-2afd69097998?auto=format&fit=crop&w=2400&q=80","","","src/lib/sprint3-content.ts (build)","7-student-voice-imagesrc-interest-build"
"Path · Build things","Student voice · name","7","Student Voice","Alysha H.","","","src/lib/sprint3-content.ts (build)","7-student-voice-name-interest-build"
"Path · Build things","Student voice · quote","7","Student Voice","You're not just learning the material — you're part of the material, part of the story, part of the exploration.","","","src/lib/sprint3-content.ts (build)","7-student-voice-quote-interest-build"
"Path · Build things","Stat beat 1 · label","8","Stat Beats","in innovation","","","src/lib/sprint3-content.ts (build)","8-stat-beat-1-label-interest-build"
"Path · Build things","Stat beat 1 · stat","8","Stat Beats","#1","","","src/lib/sprint3-content.ts (build)","8-stat-beat-1-stat-interest-build"
"Path · Build things","Stat beat 1 · sublabel","8","Stat Beats","U.S. News — 10 consecutive years","","","src/lib/sprint3-content.ts (build)","8-stat-beat-1-sublabel-interest-build"
"Path · Build things","Stat beat 2 · label","8","Stat Beats","grade improvement","","","src/lib/sprint3-content.ts (build)","8-stat-beat-2-label-interest-build"
"Path · Build things","Stat beat 2 · stat","8","Stat Beats","Full letter","","","src/lib/sprint3-content.ts (build)","8-stat-beat-2-stat-interest-build"
"Path · Build things","Stat beat 2 · sublabel","8","Stat Beats","Dreamscape Learn VR biology lab","","","src/lib/sprint3-content.ts (build)","8-stat-beat-2-sublabel-interest-build"
"Path · Build things","Stat beat 3 · label","8","Stat Beats","students in Venture Devils","","","src/lib/sprint3-content.ts (build)","8-stat-beat-3-label-interest-build"
"Path · Build things","Stat beat 3 · stat","8","Stat Beats","1,000+","","","src/lib/sprint3-content.ts (build)","8-stat-beat-3-stat-interest-build"
"Path · Build things","Stat beat 3 · sublabel","8","Stat Beats","ASU's startup incubator","","","src/lib/sprint3-content.ts (build)","8-stat-beat-3-sublabel-interest-build"
"Path · Build things","Experience 1 · description","9","Real Experiences","A student-driven research and development lab where undergrads lead projects that become real products — and real companies.","","","src/lib/sprint3-content.ts (build)","9-experience-1-description-interest-build"
"Path · Build things","Experience 1 · headline","9","Real Experiences","Build what doesn't exist yet.","","","src/lib/sprint3-content.ts (build)","9-experience-1-headline-interest-build"
"Path · Build things","Experience 1 · imageAlt","9","Real Experiences","Students building technology in a lab","","","src/lib/sprint3-content.ts (build)","9-experience-1-imagealt-interest-build"
"Path · Build things","Experience 1 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1517694712202-14dd9538aa97?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (build)","9-experience-1-imagesrc-interest-build"
"Path · Build things","Experience 1 · program","9","Real Experiences","Luminosity Lab","","","src/lib/sprint3-content.ts (build)","9-experience-1-program-interest-build"
"Path · Build things","Experience 2 · description","9","Real Experiences","Immersive VR labs that shift how biology is taught — powerful technology and gripping narrative combined.","","","src/lib/sprint3-content.ts (build)","9-experience-2-description-interest-build"
"Path · Build things","Experience 2 · headline","9","Real Experiences","Learn inside the story.","","","src/lib/sprint3-content.ts (build)","9-experience-2-headline-interest-build"
"Path · Build things","Experience 2 · imageAlt","9","Real Experiences","Virtual reality learning experience","","","src/lib/sprint3-content.ts (build)","9-experience-2-imagealt-interest-build"
"Path · Build things","Experience 2 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1592478411213-76181894ffd2?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (build)","9-experience-2-imagesrc-interest-build"
"Path · Build things","Experience 2 · program","9","Real Experiences","Dreamscape Learn","","","src/lib/sprint3-content.ts (build)","9-experience-2-program-interest-build"
"Path · Build things","Experience 3 · description","9","Real Experiences","Learn alongside professors shaping their fields — undergraduate research isn't reserved for grad students here.","","","src/lib/sprint3-content.ts (build)","9-experience-3-description-interest-build"
"Path · Build things","Experience 3 · headline","9","Real Experiences","From day one, in the lab.","","","src/lib/sprint3-content.ts (build)","9-experience-3-headline-interest-build"
"Path · Build things","Experience 3 · imageAlt","9","Real Experiences","Engineering students in a makerspace","","","src/lib/sprint3-content.ts (build)","9-experience-3-imagealt-interest-build"
"Path · Build things","Experience 3 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1581091226825-a6a2a5aee158?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (build)","9-experience-3-imagesrc-interest-build"
"Path · Build things","Experience 3 · program","9","Real Experiences","Fulton Schools of Engineering","","","src/lib/sprint3-content.ts (build)","9-experience-3-program-interest-build"
"Path · Build things","Belonging · chapter","10","You Belong","03.","","","src/lib/sprint3-content.ts (build)","10-belonging-chapter-interest-build"
"Path · Build things","Belonging · emphasis","10","You Belong","you ship.","","","src/lib/sprint3-content.ts (build)","10-belonging-emphasis-interest-build"
"Path · Build things","Belonging · headline","10","You Belong","this is where","","","src/lib/sprint3-content.ts (build)","10-belonging-headline-interest-build"
"Path · Build things","Belonging · imageAlt","10","You Belong","Students collaborating on innovation","","","src/lib/sprint3-content.ts (build)","10-belonging-imagealt-interest-build"
"Path · Build things","Belonging · imageSrc","10","You Belong","https://images.unsplash.com/photo-1531482615713-2afd69097998?auto=format&fit=crop&w=2400&q=80","","","src/lib/sprint3-content.ts (build)","10-belonging-imagesrc-interest-build"
"Path · Build things","Belonging · preline","10","You Belong","Builders like you —","","","src/lib/sprint3-content.ts (build)","10-belonging-preline-interest-build"
"Path · Build things","Belonging · subline","10","You Belong","140,000+ Sun Devils. One university that doesn't wait for permission.","","","src/lib/sprint3-content.ts (build)","10-belonging-subline-interest-build"
"Path · Build things","Snapshot theme headline · emphasis","16","Future Snapshot","innovators.","","","src/lib/snapshot.ts","16-snapshot-theme-headline-emphasis-interest-build"
"Path · Build things","Snapshot theme headline · headline","16","Future Snapshot","Built for","","","src/lib/snapshot.ts","16-snapshot-theme-headline-headline-interest-build"
"Path · Help people","Mirror · emphasis","4","Personalized Mirror","help.","","","src/lib/personalization.ts","4-mirror-emphasis-interest-help"
"Path · Help people","Mirror · headline","4","Personalized Mirror","the pull to","","","src/lib/personalization.ts","4-mirror-headline-interest-help"
"Path · Help people","Mirror · imageAlt","4","Personalized Mirror","Healthcare professional caring for a patient","","","src/lib/personalization.ts","4-mirror-imagealt-interest-help"
"Path · Help people","Mirror · imageSrc","4","Personalized Mirror","https://images.unsplash.com/photo-1576091160399-112ba8d25d1d?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","4-mirror-imagesrc-interest-help"
"Path · Help people","Mirror · preline","4","Personalized Mirror","You feel it —","","","src/lib/personalization.ts","4-mirror-preline-interest-help"
"Path · Help people","Mirror · subline","4","Personalized Mirror","Heal, advocate, uplift. The world needs people who show up for others.","","","src/lib/personalization.ts","4-mirror-subline-interest-help"
"Path · Help people","Path 1 · description","5","Path Reveal","Nursing, social work, public health — programs that put compassion into practice.","","","src/lib/personalization.ts","5-path-1-description-interest-help"
"Path · Help people","Path 1 · imageAlt","5","Path Reveal","Medical students in a clinical setting","","","src/lib/personalization.ts","5-path-1-imagealt-interest-help"
"Path · Help people","Path 1 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1579684385127-1ef15d508118?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-1-imagesrc-interest-help"
"Path · Help people","Path 1 · title","5","Path Reveal","Heal communities","","","src/lib/personalization.ts","5-path-1-title-interest-help"
"Path · Help people","Path 2 · description","5","Path Reveal","Policy, advocacy, and community orgs where your voice moves the needle.","","","src/lib/personalization.ts","5-path-2-description-interest-help"
"Path · Help people","Path 2 · imageAlt","5","Path Reveal","Diverse group of advocates together","","","src/lib/personalization.ts","5-path-2-imagealt-interest-help"
"Path · Help people","Path 2 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1529156069898-49953e39b3ac?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-2-imagesrc-interest-help"
"Path · Help people","Path 2 · title","5","Path Reveal","Lead change","","","src/lib/personalization.ts","5-path-2-title-interest-help"
"Path · Help people","Path 3 · description","5","Path Reveal","Global health initiatives and cross-cultural programs that expand who you can reach.","","","src/lib/personalization.ts","5-path-3-description-interest-help"
"Path · Help people","Path 3 · imageAlt","5","Path Reveal","Students on a global service trip","","","src/lib/personalization.ts","5-path-3-imagealt-interest-help"
"Path · Help people","Path 3 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1488523789244-0d3859664576?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-3-imagesrc-interest-help"
"Path · Help people","Path 3 · title","5","Path Reveal","Connect across cultures","","","src/lib/personalization.ts","5-path-3-title-interest-help"
"Path · Help people","Momentum · headline","6","Momentum","Caring at scale","","","src/lib/personalization.ts","6-momentum-headline-interest-help"
"Path · Help people","Momentum · imageAlt","6","Momentum","Healthcare workers in a hospital setting","","","src/lib/personalization.ts","6-momentum-imagealt-interest-help"
"Path · Help people","Momentum · imageSrc","6","Momentum","https://images.unsplash.com/photo-1559757148-5c350d0d3c56?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","6-momentum-imagesrc-interest-help"
"Path · Help people","Momentum · stat","6","Momentum","Top 10","","","src/lib/personalization.ts","6-momentum-stat-interest-help"
"Path · Help people","Momentum · statLabel","6","Momentum","nursing program in the nation","","","src/lib/personalization.ts","6-momentum-statlabel-interest-help"
"Path · Help people","Momentum · subline","6","Momentum","starts with one person who gives a damn.","","","src/lib/personalization.ts","6-momentum-subline-interest-help"
"Path · Help people","Student voice · context","7","Student Voice","Biomedical science · Pre-PA, Hospice of the Valley intern","","","src/lib/sprint3-content.ts (help)","7-student-voice-context-interest-help"
"Path · Help people","Student voice · imageAlt","7","Student Voice","Healthcare student in clinical setting","","","src/lib/sprint3-content.ts (help)","7-student-voice-imagealt-interest-help"
"Path · Help people","Student voice · imageSrc","7","Student Voice","https://images.unsplash.com/photo-1579684385127-1ef15d508118?auto=format&fit=crop&w=2400&q=80","","","src/lib/sprint3-content.ts (help)","7-student-voice-imagesrc-interest-help"
"Path · Help people","Student voice · name","7","Student Voice","Olivia B.","","","src/lib/sprint3-content.ts (help)","7-student-voice-name-interest-help"
"Path · Help people","Student voice · quote","7","Student Voice","I loved ASU because of all the different opportunities and all the amazing people I met and formed connections with.","","","src/lib/sprint3-content.ts (help)","7-student-voice-quote-interest-help"
"Path · Help people","Stat beat 1 · label","8","Stat Beats","nursing program","","","src/lib/sprint3-content.ts (help)","8-stat-beat-1-label-interest-help"
"Path · Help people","Stat beat 1 · stat","8","Stat Beats","Top 10","","","src/lib/sprint3-content.ts (help)","8-stat-beat-1-stat-interest-help"
"Path · Help people","Stat beat 1 · sublabel","8","Stat Beats","in the nation","","","src/lib/sprint3-content.ts (help)","8-stat-beat-1-sublabel-interest-help"
"Path · Help people","Stat beat 2 · label","8","Stat Beats","counseling services","","","src/lib/sprint3-content.ts (help)","8-stat-beat-2-label-interest-help"
"Path · Help people","Stat beat 2 · stat","8","Stat Beats","24/7/365","","","src/lib/sprint3-content.ts (help)","8-stat-beat-2-stat-interest-help"
"Path · Help people","Stat beat 2 · sublabel","8","Stat Beats","free, unlimited — wherever you are","","","src/lib/sprint3-content.ts (help)","8-stat-beat-2-sublabel-interest-help"
"Path · Help people","Stat beat 3 · label","8","Stat Beats","Barrett retention rate","","","src/lib/sprint3-content.ts (help)","8-stat-beat-3-label-interest-help"
"Path · Help people","Stat beat 3 · stat","8","Stat Beats","95%","","","src/lib/sprint3-content.ts (help)","8-stat-beat-3-stat-interest-help"
"Path · Help people","Stat beat 3 · sublabel","8","Stat Beats","students who find community, stay","","","src/lib/sprint3-content.ts (help)","8-stat-beat-3-sublabel-interest-help"
"Path · Help people","Experience 1 · description","9","Real Experiences","Nursing, public health, social work — programs that put compassion into practice from your first semester.","","","src/lib/sprint3-content.ts (help)","9-experience-1-description-interest-help"
"Path · Help people","Experience 1 · headline","9","Real Experiences","Heal. Advocate. Show up.","","","src/lib/sprint3-content.ts (help)","9-experience-1-headline-interest-help"
"Path · Help people","Experience 1 · imageAlt","9","Real Experiences","Healthcare professionals caring for patients","","","src/lib/sprint3-content.ts (help)","9-experience-1-imagealt-interest-help"
"Path · Help people","Experience 1 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1576091160399-112ba8d25d1d?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (help)","9-experience-1-imagesrc-interest-help"
"Path · Help people","Experience 1 · program","9","Real Experiences","College of Health Solutions","","","src/lib/sprint3-content.ts (help)","9-experience-1-program-interest-help"
"Path · Help people","Experience 2 · description","9","Real Experiences","ASU's character-based leadership academy — students go on to elected office, nonprofits, and community impact.","","","src/lib/sprint3-content.ts (help)","9-experience-2-description-interest-help"
"Path · Help people","Experience 2 · headline","9","Real Experiences","Lead through service.","","","src/lib/sprint3-content.ts (help)","9-experience-2-headline-interest-help"
"Path · Help people","Experience 2 · imageAlt","9","Real Experiences","Students engaged in community service","","","src/lib/sprint3-content.ts (help)","9-experience-2-imagealt-interest-help"
"Path · Help people","Experience 2 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1529156069898-49953e39b3ac?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (help)","9-experience-2-imagesrc-interest-help"
"Path · Help people","Experience 2 · program","9","Real Experiences","Next Generation Service Corps","","","src/lib/sprint3-content.ts (help)","9-experience-2-program-interest-help"
"Path · Help people","Experience 3 · description","9","Real Experiences","First-year program connecting you with leading scientists, up to $5,000 in funding, and mentorship with purpose.","","","src/lib/sprint3-content.ts (help)","9-experience-3-description-interest-help"
"Path · Help people","Experience 3 · headline","9","Real Experiences","Design solutions for people and planet.","","","src/lib/sprint3-content.ts (help)","9-experience-3-headline-interest-help"
"Path · Help people","Experience 3 · imageAlt","9","Real Experiences","Students on a global impact project","","","src/lib/sprint3-content.ts (help)","9-experience-3-imagealt-interest-help"
"Path · Help people","Experience 3 · imageSrc","9","Real Experiences","https://images.unsplash.com/photo-1488523789244-0d3859664576?auto=format&fit=crop&w=1600&q=80","","","src/lib/sprint3-content.ts (help)","9-experience-3-imagesrc-interest-help"
"Path · Help people","Experience 3 · program","9","Real Experiences","Global Futures Impact Scholars","","","src/lib/sprint3-content.ts (help)","9-experience-3-program-interest-help"
"Path · Help people","Belonging · chapter","10","You Belong","03.","","","src/lib/sprint3-content.ts (help)","10-belonging-chapter-interest-help"
"Path · Help people","Belonging · emphasis","10","You Belong","people here.","","","src/lib/sprint3-content.ts (help)","10-belonging-emphasis-interest-help"
"Path · Help people","Belonging · headline","10","You Belong","find their","","","src/lib/sprint3-content.ts (help)","10-belonging-headline-interest-help"
"Path · Help people","Belonging · imageAlt","10","You Belong","Healthcare community at work","","","src/lib/sprint3-content.ts (help)","10-belonging-imagealt-interest-help"
"Path · Help people","Belonging · imageSrc","10","You Belong","https://images.unsplash.com/photo-1559757148-5c350d0d3c56?auto=format&fit=crop&w=2400&q=80","","","src/lib/sprint3-content.ts (help)","10-belonging-imagesrc-interest-help"
"Path · Help people","Belonging · preline","10","You Belong","People who show up for others —","","","src/lib/sprint3-content.ts (help)","10-belonging-preline-interest-help"
"Path · Help people","Belonging · subline","10","You Belong","A community of 140,000+ who believe caring is action.","","","src/lib/sprint3-content.ts (help)","10-belonging-subline-interest-help"
"Path · Help people","Snapshot theme headline · emphasis","16","Future Snapshot","helpers.","","","src/lib/snapshot.ts","16-snapshot-theme-headline-emphasis-interest-help"
"Path · Help people","Snapshot theme headline · headline","16","Future Snapshot","Made for","","","src/lib/snapshot.ts","16-snapshot-theme-headline-headline-interest-help"
"Path · Create","Mirror · emphasis","4","Personalized Mirror","create.","","","src/lib/personalization.ts","4-mirror-emphasis-interest-create"
"Path · Create","Mirror · headline","4","Personalized Mirror","the pull to","","","src/lib/personalization.ts","4-mirror-headline-interest-create"
"Path · Create","Mirror · imageAlt","4","Personalized Mirror","Artist working on a vibrant canvas","","","src/lib/personalization.ts","4-mirror-imagealt-interest-create"
"Path · Create","Mirror · imageSrc","4","Personalized Mirror","https://images.unsplash.com/photo-1460661419201-fd4cecdf8a8b?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","4-mirror-imagesrc-interest-create"
"Path · Create","Mirror · preline","4","Personalized Mirror","You feel it —","","","src/lib/personalization.ts","4-mirror-preline-interest-create"
"Path · Create","Mirror · subline","4","Personalized Mirror","Design, film, perform, shape. Expression isn't extra here — it's essential.","","","src/lib/personalization.ts","4-mirror-subline-interest-create"
"Path · Create","Path 1 · description","5","Path Reveal","Herberger programs in design, film, music, and theatre — create in world-class facilities.","","","src/lib/personalization.ts","5-path-1-description-interest-create"
"Path · Create","Path 1 · imageAlt","5","Path Reveal","Concert lights and creative performance","","","src/lib/personalization.ts","5-path-1-imagealt-interest-create"
"Path · Create","Path 1 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1514525253161-7a46d19cd819?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-1-imagesrc-interest-create"
"Path · Create","Path 1 · title","5","Path Reveal","Studio to stage","","","src/lib/personalization.ts","5-path-1-title-interest-create"
"Path · Create","Path 2 · description","5","Path Reveal","Client projects, gallery shows, and film festivals — your work goes public early.","","","src/lib/personalization.ts","5-path-2-description-interest-create"
"Path · Create","Path 2 · imageAlt","5","Path Reveal","Art gallery exhibition opening","","","src/lib/personalization.ts","5-path-2-imagealt-interest-create"
"Path · Create","Path 2 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1499781350541-7783f3095d63?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-2-imagesrc-interest-create"
"Path · Create","Path 2 · title","5","Path Reveal","Portfolio before diploma","","","src/lib/personalization.ts","5-path-2-title-interest-create"
"Path · Create","Path 3 · description","5","Path Reveal","XR labs, digital media, and design-meets-engineering studios at the fusion of art and innovation.","","","src/lib/personalization.ts","5-path-3-description-interest-create"
"Path · Create","Path 3 · imageAlt","5","Path Reveal","Digital art and creative technology","","","src/lib/personalization.ts","5-path-3-imagealt-interest-create"
"Path · Create","Path 3 · imageSrc","5","Path Reveal","https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?auto=format&fit=crop&w=1600&q=80","","","src/lib/personalization.ts","5-path-3-imagesrc-interest-create"
"Path · Create","Path 3 · title","5","Path Reveal","Collide with tech","","","src/lib/personalization.ts","5-path-3-title-interest-create"
"Path · Create","Momentum · headline","6","Momentum","Your voice","","","src/lib/personalization.ts","6-momentum-headline-interest-create"
"Path · Create","Momentum · imageAlt","6","Momentum","Creative performance on stage","","","src/lib/personalization.ts","6-momentum-imagealt-interest-create"
"Path · Create","Momentum · imageSrc","6","Momentum","https://images.unsplash.com/photo-1501281668745-f7f57925c3b4?auto=format&fit=crop&w=2400&q=80","","","src/lib/personalization.ts","6-momentum-imagesrc-interest-create"
"Path · Create","Momentum · stat","6","Momentum","7","","","src/lib/personalization.ts","6-momentum-stat-interest-create"
"Path · Create","Momentum · statLabel","6","Momentum","arts and design programs ranked top 20 in the U.S.","","","src/lib/personalization.ts","6-momentum-statlabel-interest-create"
"Path · Create","Momentum · subline","6","Momentum","deserves a stage, not a syllabus.","","","src/lib/personalization.ts","6-momentum-subline-interest-create"
"Path · Create","Student voice · context","7","Student Voice","Sports reporter & anchor · 12 News, Phoenix","","","src/lib/sprint3-content.ts (create)","7-student-voice-context-interest-create"
"Path · Create","Student voice · imageAlt","7","Student Voice","Creative professional on stage","","","src/lib/sprint3-content.ts (create)","7-student-voice-imagealt-interest-create"
"Path · Create","Student voice · imageSrc","7","Student Voice","https://images.unsplash.com/photo-1501281668745-f7f57925c3b4?auto=format&fit=crop&w=2400&q=80","","","src/lib/sprint3-content.ts (create)","7-student-voice-imagesrc-interest-create"
"Path · Create","Student voice · name","7","Student Voice","Lina W.","","","src/lib/sprint3-content.ts (create)","7-student-voice-name-interest-create"
"Path · Create","Student voice · quote","7","Student Voice","I'm doing exactly what I envisioned when I was a student in the Cronkite School.","","","src/lib/sprint3-content.ts (create)","7-student-voice-quote-interest-create"
"Path · Create","Stat beat 1 · label","8","Stat Beats","arts and design programs","","","src/lib/sprint3-content.ts (create)","8-stat-beat-1-label-interest-create"
